condition,outer_fold,group_id,subject_id,delta,response,n_pairs,n_edges,is_synthetic,synthetic_notice,protocol_id
speaking,3,MOCK_G10,MOCK_S20,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,1,3.346375872563122e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,2,0.00011427390172821247,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G10,MOCK_S20,3,0.00021714597815266257,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,-3,0.00024013825838077504,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,-2,0.00011642964396854367,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,-1,2.886720074980623e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,1,3.412311890613114e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,2,0.00011623247505071873,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S21,3,0.0002208757290422937,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,-3,0.00023162338410221252,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,-2,0.00011003905408302499,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,-1,2.5450979621618737e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,1,3.744778308856873e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,2,0.00012226803881683752,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G11,MOCK_S22,3,0.0002286317090412376,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,-3,0.0002131938247115563,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,-2,9.710861379663748e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,-1,1.894871079375618e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,1,4.303462053285628e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,2,0.00013164875331144377,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S23,3,0.00023947347009638757,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,-3,0.00018708424858735623,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,-2,7.920619814185623e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,-1,1.0148824104962465e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,1,5.020620164292503e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,2,0.000143237163991825,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,3,MOCK_G12,MOCK_S24,3,0.000252086399086325,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S25,-3,0.0001759662739157584,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S25,-2,7.210935945585002e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S25,-1,7.117044000916614e-06,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S25,0,0.0,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S25,1,5.1778549885216725e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S25,2,0.00014524449165974167,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S25,3,0.0002540842275361583,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S26,-3,0.00012512906340969156,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S26,-2,4.0264148776850065e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S26,-1,-6.988723767416604e-06,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S26,0,0.0,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S26,1,6.014612102405847e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S26,2,0.00015492713623980014,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G13,MOCK_S26,3,0.00025784334360483334,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S27,-3,7.62179871126501e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S27,-2,9.938231627166873e-06,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S27,-1,-2.0247076810349965e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S27,0,0.0,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S27,1,6.762220561097518e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S27,2,0.00016292276239271677,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S27,3,0.00025932844473143345,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S28,-3,3.516373675978334e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S28,-2,-1.519123581889166e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S28,-1,-3.105037917375004e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S28,0,0.0,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S28,1,7.330029419193343e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S28,2,0.0001682618638730335,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G14,MOCK_S28,3,0.00025835945561101674,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S29,-3,6.944328001091757e-06,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S29,-2,-3.207719068357484e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S29,-1,-3.8088681028399756e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S29,0,0.0,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S29,1,7.649189255313326e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S29,2,0.00017029705020354174,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S29,3,0.0002550538706068751,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S30,-3,-5.0185067672583e-06,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S30,-2,-3.867213369805842e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S30,-1,-4.050855607912503e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S30,0,0.0,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S30,1,7.681000479399181e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S30,2,0.0001687815457321587,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,MOCK_G15,MOCK_S30,3,0.00024981250702157525,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
