condition,target,source,lag,n_subjects,n_groups,n_missing,median,mean,n_positive,fraction_positive,ci_low,ci_high,ci_status,estimand,is_synthetic,synthetic_notice,protocol_id
non_speaking,right_eyelid,left_cheek,15,30,15,0,-7.734904198772362e-05,-8.962346519946211e-05,8,0.26666666666666666,-0.0001507205582761,-5.431824286287719e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,1,30,15,0,-3.4692113062908224e-05,-5.7798548023305505e-05,14,0.4666666666666667,-0.000188426818075,4.535347843477849e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,2,30,15,0,4.083339002176802e-06,-2.7280848104584252e-05,15,0.5,-0.00020459290469634998,0.0001127355353754,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,3,30,15,0,6.559223213906465e-05,2.5319818720242015e-05,17,0.5666666666666667,-0.00020235336862874998,0.0002051044138613,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,4,30,15,0,0.00015861663617505002,0.00010970031298005178,17,0.5666666666666667,-0.0001668397368895039,0.0003280731547054,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,5,30,15,0,0.0002866507024426,0.00023044602188708523,19,0.6333333333333333,-8.729750723617266e-05,0.000481355636705,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,6,30,15,0,0.0004399751516863,0.00037888605678848173,20,0.6666666666666666,3.352932827517584e-05,0.0006516007331979,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,7,30,15,0,0.0005911369354790999,0.000528327133205798,23,0.7666666666666667,0.0001732426804411647,0.0008087234122955,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,8,30,15,0,0.0007003905713098501,0.0006393014764119925,23,0.7666666666666667,0.00029394474789870003,0.0009120161528214,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,9,30,15,0,0.0007319983055876,0.0006757936250320816,26,0.8666666666666667,0.00035805009590874997,0.00092670323985,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,10,30,15,0,0.0006727834711057,0.0006238671479106756,26,0.8666666666666667,0.0003473270980411,0.0008422399896361,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,11,30,15,0,0.0005400235187786001,0.0004997511053597696,26,0.8666666666666667,0.00027207791801069997,0.0006795357005008,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,12,30,15,0,0.00037256088253035,0.000341196695423598,24,0.8,0.0001638846388318,0.0004812130789036,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,13,30,15,0,0.0002115859098847,0.00018847947492433572,22,0.7333333333333333,5.785120487263517e-05,0.0002916315013824,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,14,30,15,0,8.419782737152486e-05,6.809491678635851e-05,20,0.6666666666666666,-2.2940128478736707e-05,0.00013998172501,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,15,30,15,0,-1.6673924119387819e-06,-1.2283085334147328e-05,15,0.5,-7.22970859450534e-05,3.51076194223263e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,1,30,15,0,-0.0001823590666192,-0.00014830667477410496,8,0.26666666666666666,-0.0003023135023546,-8.048544296539303e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,2,30,15,0,-0.000211806722474,-0.0001655847245287066,10,0.3333333333333333,-0.0003746303416579,-7.35256159771474e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,3,30,15,0,-0.00024362908152205,-0.00018427886135020718,10,0.3333333333333333,-0.0004526987469913,-6.607262613237547e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,4,30,15,0,-0.00027472923755730004,-0.00020264032345547724,10,0.3333333333333333,-0.00052867278000195,-5.906277458971477e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,5,30,15,0,-0.00030174506849580003,-0.00021891516379236823,10,0.3333333333333333,-0.0005935252913333001,-5.3945073199715074e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,6,30,15,0,-0.00032239308437115,-0.00023236492552751017,10,0.3333333333333333,-0.0006395301901434001,-5.305826601245201e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,7,30,15,0,-0.00033735095451515,-0.00024478695654698494,10,0.3333333333333333,-0.00066342091741775,-6.042973453762373e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,8,30,15,0,-0.00035216877995895,-0.00026214062111531647,10,0.3333333333333333,-0.0006693058857312,-8.283396160027037e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,9,30,15,0,-0.0003779267083971,-0.000295096803693658,10,0.3333333333333333,-0.0006697069312346,-0.000130126713101,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,10,30,15,0,-0.00042867865725455,-0.0003565897431527431,7,0.23333333333333334,-0.00068262219969925,-0.00021301219428695,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,11,30,15,0,-0.0005143992611414999,-0.0004550490409696564,4,0.13333333333333333,-0.0007234689266107999,-0.0003368428057518,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,12,30,15,0,-0.0006313054670975501,-0.0005850834691522234,0,0.0,-0.0007941290862815,-0.0004930243606006499,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,13,30,15,0,-0.0007557683767776,-0.0007217159849324532,0,0.0,-0.000875722812513,-0.0006538947531237,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,14,30,15,0,-0.0008490616117255499,-0.0008253304467045533,0,0.0,-0.00093265804519745,-0.0007780657244112999,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,15,30,15,0,-0.0008741129156618001,-0.0008584683674779464,0,0.0,-0.0009292230811463499,-0.00082730954216705,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,1,30,15,0,-0.00013689824553675,-0.00010346180875651009,11,0.36666666666666664,-0.00018631195227095001,5.955896508651583e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,2,30,15,0,-0.00013438679084870001,-8.900087730746441e-05,13,0.43333333333333335,-0.0002014599133925,0.0001322800802207,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,3,30,15,0,-0.00011166403127300001,-5.3387364726438825e-05,14,0.4666666666666667,-0.00019778762539585,0.00023074300896875,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,4,30,15,0,-5.570834308706767e-05,1.50765941322413e-05,14,0.4666666666666667,-0.000160317161064231,0.00036019157506610004,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,5,30,15,0,4.191305629994363e-05,0.0001232446962249507,17,0.5666666666666667,-7.828210175097784e-05,0.0005197805760983,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,6,30,15,0,0.00017600339435925,0.00026440308314799025,17,0.5666666666666667,4.5362790340868546e-05,0.0006953995367628,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,7,30,15,0,0.0003220402217022,0.00041292988021051,20,0.6666666666666666,0.00018771984060986284,0.0008560662874093001,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,8,30,15,0,0.0004408443348026,0.0005292440235913265,20,0.6666666666666666,0.0003102037307842,0.0009602404772061999,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,9,30,15,0,0.0004948289328314,0.0005761605727564651,24,0.8,0.00037463377478050004,0.0009726964526298499,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,10,30,15,0,0.00046719628485180004,0.0005379812220711752,24,0.8,0.00036258746687465,0.0008830962030051,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,11,30,15,0,0.0003708297792356,0.00042910644578218754,24,0.8,0.00028470618511275,0.0007132368194774,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,12,30,15,0,0.0002403526900212,0.0002857386035624974,23,0.7666666666666667,0.0001732795674774,0.0005070195610907,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,13,30,15,0,0.00011356504616175,0.00014700148294207336,20,0.6666666666666666,6.415133942760777e-05,0.0003100222567851,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,14,30,15,0,1.5327032516161947e-05,3.8628937491190415e-05,17,0.5666666666666667,-1.9109456824796534e-05,0.00015223836920205002,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,15,30,15,0,-4.7462349336349196e-05,-3.2100786815738574e-05,12,0.4,-7.016428227137354e-05,4.279516654206788e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,1,24,12,6,-5.731825991908156e-05,-7.75194928960028e-05,9,0.375,-0.0001585791275988,0.00011296574497064011,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,2,24,12,6,-5.3012968179106765e-05,-8.043369543371286e-05,12,0.5,-0.00019046233265015,0.0001781269458665,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,3,24,12,6,-6.232644998912246e-05,-9.753536072809425e-05,12,0.5,-0.00023881492747755,0.00023446307445650001,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,4,24,12,6,-9.501129263232042e-05,-0.00013777730318009296,11,0.4583333333333333,-0.00030938055119255,0.00026547994854805,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,5,24,12,6,-0.00015774912650927636,-0.00020688711981035557,9,0.375,-0.0004040586385767,0.00025645402144240003,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,6,24,12,6,-0.00024768455694545,-0.0003010928408497588,9,0.375,-0.00051539936304715,0.00020251452188765,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,7,24,12,6,-0.00034827226949935,-0.0004031849140130094,9,0.375,-0.0006235278460472,0.00011460764666958725,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,8,24,12,6,-0.00043239138022624997,-0.0004857996641305181,6,0.25,-0.0007001061863279501,1.7807698606943888e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,9,24,12,6,-0.00047362420468835,-0.0005227621979894307,6,0.25,-0.0007199337167558,-5.9421056736612166e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,10,24,12,6,-0.00045969831022009996,-0.0005024643207678162,3,0.125,-0.0006740675687803,-9.920706903965674e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,11,24,12,6,-0.0003988299333346,-0.00043403884407358797,3,0.125,-0.0005753184108230999,-0.00010204040888896211,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,12,24,12,6,-0.0003143658351245,-0.0003417865623790816,3,0.125,-0.00045181519959555,-8.322592107882153e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,13,24,12,6,-0.00023199774444535,-0.00025219897742226734,3,0.125,-0.00033325861212509997,-6.171373955563214e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,14,24,12,6,-0.00016862095055355,-0.00018269922134239673,0,0.0,-0.00023918980727315002,-4.994976179082018e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,15,24,12,6,-0.00012885476500389999,-0.0001381357331108702,0,0.0,-0.00017537662258025,-5.062189573733656e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,1,30,15,0,-7.586478618014679e-05,-0.00010258166313745039,12,0.4,-0.00023556742466895,-2.57352594537014e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,2,30,15,0,-7.734704814564297e-05,-0.00011361197301322272,13,0.43333333333333335,-0.00029412403878000004,-9.302286653173081e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,3,30,15,0,-8.272545475599606e-05,-0.00012929054002021968,13,0.43333333333333335,-0.0003610726204836,4.645748472825988e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,4,30,15,0,-8.953338528440429e-05,-0.00014609301424682616,14,0.4666666666666667,-0.00042762387361825003,1.659082362831868e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,5,30,15,0,-9.337878304415393e-05,-0.00015836559461410857,15,0.5,-0.0004818435460211,2.8557553776702247e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,6,30,15,0,-9.025068341382344e-05,-0.00016088511207466578,15,0.5,-0.0005124746073898,4.228241486055632e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,7,30,15,0,-7.921400060490945e-05,-0.00015183800175108336,15,0.5,-0.000513330780766,5.705218096490163e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,8,30,15,0,-6.34286940737425e-05,-0.00013406312273460974,15,0.5,-0.00048565261804975,6.910440420061737e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,9,30,15,0,-4.8558469286791046e-05,-0.0001135452808567694,15,0.5,-0.0004370232322638,7.337786753402759e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,10,30,15,0,-3.970622945139136e-05,-9.62658584137904e-05,15,0.5,-0.00037779671778525,6.641797946134367e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,11,30,15,0,-3.905208830602997e-05,-8.56171735702866e-05,15,0.5,-0.0003173992540337,4.831911492275687e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,12,30,15,0,-4.5519441928820736e-05,-8.178436679638285e-05,15,0.5,-0.00026229643256319996,2.252531956367567e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,13,30,15,0,-5.6119177143415695e-05,-8.283605410068131e-05,13,0.43333333333333335,-0.0002158218156322,-5.989650416934368e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,14,30,15,0,-6.76879694968659e-05,-8.630700274428757e-05,12,0.4,-0.0001789849875009,-3.275262408612787e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,15,30,15,0,-7.800201088311188e-05,-9.027643409485671e-05,8,0.26666666666666666,-0.0001513735271715,-5.497121175826632e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,1,30,15,0,-5.506725871938772e-05,-8.771788519943475e-05,13,0.43333333333333335,-0.0002482288769969,-4.212056268065693e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,2,30,15,0,-4.5092064414276045e-05,-8.941133564013926e-05,13,0.43333333333333335,-0.0003072855679938,2.3937713990254857e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,3,30,15,0,-4.2086079393138104e-05,-9.899315009623273e-05,13,0.43333333333333335,-0.00037874920207965,4.6549910586596994e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,4,30,15,0,-5.230787276210968e-05,-0.00012142924956278421,13,0.43333333333333335,-0.00046123102186455,5.5352591672146696e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,5,30,15,0,-8.047183140175423e-05,-0.000159892046350247,13,0.43333333333333335,-0.0005503230684913501,4.322965752374914e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,6,30,15,0,-0.0001259542561865,-0.00021227640942795667,13,0.43333333333333335,-0.00063663746845185,8.497393058349998e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,7,30,15,0,-0.00018026032310555,-0.0002690139277541591,13,0.43333333333333335,-0.0007053280400252,-4.202155039958281e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,8,30,15,0,-0.000228576777806,-0.0003148989310474309,13,0.43333333333333335,-0.00073925999007135,-9.412512856106622e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,9,30,15,0,-0.00025597101688775,-0.0003353912318362883,10,0.3333333333333333,-0.0007258222539774,-0.00013226952796224734,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,10,30,15,0,-0.00025492681602580004,-0.00032404819282647865,10,0.3333333333333333,-0.0006638499651282501,-0.00014726635159150977,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,11,30,15,0,-0.00022904634096480002,-0.0002859534116679519,10,0.3333333333333333,-0.0005657094636514,-0.00014041035098511266,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,12,30,15,0,-0.000190298883318,-0.00023461815454388046,10,0.3333333333333333,-0.0004524923868975,-0.00012126910491347188,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,13,30,15,0,-0.00015211862292385,-0.00018476924940390965,10,0.3333333333333333,-0.0003452802412014,-0.00010126342047253722,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,14,30,15,0,-0.0001233380947608,-0.0001460923673112456,8,0.26666666666666666,-0.0002579527279977,-8.789702480494079e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,15,30,15,0,-0.0001062831035086,-0.00012128364448449943,2,0.06666666666666667,-0.00019502653915784998,-8.291891021589787e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,1,30,15,0,-0.0001823591112194,-0.00014830671937428859,8,0.26666666666666666,-0.00030231354695480005,-8.048548756558072e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,2,30,15,0,-0.00021180696358035,-0.0001655849656350476,10,0.3333333333333333,-0.0003746305827643,-7.352585708348541e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,3,30,15,0,-0.00024363023177605,-0.00018428001160421882,10,0.3333333333333333,-0.0004526998972453,-6.60737763863873e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,4,30,15,0,-0.0002747340803076,-0.00020264516620575822,10,0.3333333333333333,-0.00052867762275225,-5.906761733999715e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,5,30,15,0,-0.0003017630614959,-0.0002189331567924792,10,0.3333333333333333,-0.0005935432843334,-5.396306619982402e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,6,30,15,0,-0.00032245208114715,-0.00023242392230356145,10,0.3333333333333333,-0.0006395891869194501,-5.311726278852107e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,7,30,15,0,-0.00033752166734715,-0.0002449576693789484,10,0.3333333333333333,-0.00066359163024975,-6.0600447369575476e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,8,30,15,0,-0.00035260471044695,-0.00026257655160333716,10,0.3333333333333333,-0.0006697418162192499,-8.326989208830033e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,9,30,15,0,-0.0003789090929167,-0.0002960791882132336,10,0.3333333333333333,-0.00067068931575415,-0.0001311090976205,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,10,30,15,0,-0.00043063236215820004,-0.00035854344805639164,7,0.23333333333333334,-0.0006845759046028501,-0.0002149658991906,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,11,30,15,0,-0.000517828120031,-0.00045847789985911436,4,0.13333333333333333,-0.0007268977855002,-0.00034027166464125,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,12,30,15,0,-0.00063661618763525,-0.0005903941896899466,0,0.0,-0.0007994398068192,-0.0004983350811384,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,13,30,15,0,-0.00076302727110355,-0.0007289748792583967,0,0.0,-0.00088298170683895,-0.00066115364744965,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,14,30,15,0,-0.0008578175096388501,-0.0008340863446178635,0,0.0,-0.00094141394311075,-0.0007868216223246,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
