condition,outer_fold,target,source,lag,available,selected,scalar_count,planned,opportunities,successes,selected_count,failures,frequency,frequency_low,frequency_high,is_synthetic,synthetic_notice,protocol_id
speaking,4,left_cheek,right_eyelid,2,True,False,8,100,100,100,13,0,0.13,0.13,0.13,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,3,True,False,8,100,100,100,9,0,0.09,0.09,0.09,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,4,True,False,8,100,100,100,8,0,0.08,0.08,0.08,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,5,True,False,8,100,100,100,10,0,0.1,0.1,0.1,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,6,True,False,8,100,100,100,6,0,0.06,0.06,0.06,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,7,True,False,8,100,100,100,6,0,0.06,0.06,0.06,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,8,True,False,8,100,100,100,9,0,0.09,0.09,0.09,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,9,True,False,8,100,100,100,7,0,0.07,0.07,0.07,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,10,True,False,8,100,100,100,8,0,0.08,0.08,0.08,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,11,True,False,8,100,100,100,7,0,0.07,0.07,0.07,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,12,True,False,8,100,100,100,10,0,0.1,0.1,0.1,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,13,True,False,8,100,100,100,8,0,0.08,0.08,0.08,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,14,True,False,8,100,100,100,12,0,0.12,0.12,0.12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_eyelid,15,True,False,8,100,100,100,6,0,0.06,0.06,0.06,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,1,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,2,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,3,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,4,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,5,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,6,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,7,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,8,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,9,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,10,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,11,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,12,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,13,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,14,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,right_cheek,15,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,1,True,False,16,100,100,100,7,0,0.07,0.07,0.07,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,2,True,False,16,100,100,100,6,0,0.06,0.06,0.06,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,3,True,False,16,100,100,100,8,0,0.08,0.08,0.08,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,4,True,False,16,100,100,100,12,0,0.12,0.12,0.12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,5,True,False,16,100,100,100,7,0,0.07,0.07,0.07,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,6,True,False,16,100,100,100,8,0,0.08,0.08,0.08,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,7,True,False,16,100,100,100,7,0,0.07,0.07,0.07,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,8,True,False,16,100,100,100,8,0,0.08,0.08,0.08,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,9,True,False,16,100,100,100,10,0,0.1,0.1,0.1,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,10,True,False,16,100,100,100,8,0,0.08,0.08,0.08,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,11,True,False,16,100,100,100,14,0,0.14,0.14,0.14,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,12,True,False,16,100,100,100,10,0,0.1,0.1,0.1,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,13,True,False,16,100,100,100,7,0,0.07,0.07,0.07,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,14,True,False,16,100,100,100,9,0,0.09,0.09,0.09,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,mouth,15,True,False,16,100,100,100,8,0,0.08,0.08,0.08,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,1,True,False,6,100,100,100,6,0,0.06,0.06,0.06,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,2,True,False,6,100,100,100,6,0,0.06,0.06,0.06,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,3,True,False,6,100,100,100,2,0,0.02,0.02,0.02,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,4,True,False,6,100,100,100,5,0,0.05,0.05,0.05,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,5,True,False,6,100,100,100,5,0,0.05,0.05,0.05,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,6,True,False,6,100,100,100,5,0,0.05,0.05,0.05,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,7,True,False,6,100,100,100,8,0,0.08,0.08,0.08,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,8,True,False,6,100,100,100,12,0,0.12,0.12,0.12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,9,True,False,6,100,100,100,5,0,0.05,0.05,0.05,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,10,True,False,6,100,100,100,11,0,0.11,0.11,0.11,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,11,True,False,6,100,100,100,8,0,0.08,0.08,0.08,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,12,True,False,6,100,100,100,7,0,0.07,0.07,0.07,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,13,True,False,6,100,100,100,7,0,0.07,0.07,0.07,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,14,True,False,6,100,100,100,7,0,0.07,0.07,0.07,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,left_cheek,jaw,15,True,True,6,100,100,100,37,0,0.37,0.37,0.37,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,1,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,2,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,3,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,4,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,5,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,6,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,7,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,8,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,9,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,10,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,11,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,12,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,13,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,14,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_brow,15,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,1,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,2,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,3,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,4,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,5,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,6,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,7,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,8,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,9,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,10,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,11,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,12,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,13,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,14,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_brow,15,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,1,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,2,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,3,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,4,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,5,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,6,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,7,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,8,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,9,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,10,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,11,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,12,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,13,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,14,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_eyelid,15,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,1,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,2,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,3,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,4,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,5,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,6,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,7,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,8,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,9,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,10,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,11,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,12,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,13,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,14,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,right_eyelid,15,False,False,8,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,1,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,2,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,3,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,4,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,5,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,6,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,7,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,8,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,9,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,10,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,11,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,12,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,13,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,14,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,left_cheek,15,False,False,4,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,1,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,2,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,3,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,4,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,5,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,6,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,7,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,8,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,9,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,10,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,11,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,12,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,13,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,14,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,mouth,15,False,False,16,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,1,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,2,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,3,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,4,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,5,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,6,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,7,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,8,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,9,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,10,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,11,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,12,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,13,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,14,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,right_cheek,jaw,15,False,False,6,100,0,0,0,0,,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,mouth,left_brow,1,True,False,6,100,100,100,11,0,0.11,0.11,0.11,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,mouth,left_brow,2,True,False,6,100,100,100,11,0,0.11,0.11,0.11,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,mouth,left_brow,3,True,False,6,100,100,100,12,0,0.12,0.12,0.12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,mouth,left_brow,4,True,False,6,100,100,100,3,0,0.03,0.03,0.03,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,mouth,left_brow,5,True,False,6,100,100,100,9,0,0.09,0.09,0.09,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,mouth,left_brow,6,True,False,6,100,100,100,7,0,0.07,0.07,0.07,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,4,mouth,left_brow,7,True,False,6,100,100,100,9,0,0.09,0.09,0.09,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
